strain	originating_lab	submitting_lab	author
A/canadagoose/Missouri/24006385003/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; Anderson,T.K.
A/crow/Illinois/24004479001/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/crow/Illinois/24004479002/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/mallard/Idaho/23029400008original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/greenwingedteal/NorthDakota/23033788007/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/greenwingedteal/Oregon/23031857025original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	?
A/mallard/Washington/24003953008original/2024	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/mallard/Washington/24003953010original/2024	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/mallard/Idaho/23029400018R/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/mallard/Idaho/23029400017/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/mallard/Idaho/23029400017original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/mallard/Idaho/23029400016/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/mallard/Idaho/23029400016original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/mallard/Idaho/23029400013R/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/mallard/Idaho/23028151007original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/mallard/Idaho/23028151008/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/mallard/Idaho/23028151018/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/mallard/Idaho/23028151026/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/mallard/Idaho/23028151005/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/chicken/SouthDakota/23038240001original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/turkey/SouthDakota/24007379001/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; Anderson,T.K.
A/turkey/SouthDakota/24007379001original/2024	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/turkey/SouthDakota/24007379002/2024	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron
A/goat/Minnesota/24007234006original/2024	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Love,Emily;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron
A/goat/Minnesota/24007234050/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/duck/Minnesota/24005907002/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234048/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234044/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234009/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	National Veterinary Services Laboratories   Usda	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234047/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/chicken/Minnesota/24005907001original/2024	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/chicken/Minnesota/24005907001/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234030/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234034/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234003original/2024	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Love,Emily;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron
A/goat/Minnesota/24007234032/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234036/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234035/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234037/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/goat/Minnesota/24007234029/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/greenwingedteal/Kansas/23035001003original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/chicken/Iowa/23038644002original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/turkey/SouthDakota/23032354002original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Franzen,Kerrie;Love,Emily;Ozella,Mikaela;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron
A/bluewingedteal/Louisiana/UGAI23893/2023	Ceirr Influenza Data Processing And Communication Center, St. Jude Center Of Excellence For Influenza Research And Response		Poulson,R., Stallknecht,D., Rubrum,A., Jeevan,T., Walker,D.; Webby,R.
A/ringneckedduck/Kansas/23030994012original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/Ringneckedduck/Kansas/23030994012R/2023	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B. and Ip,H.S.
A/snowgoose/Mississippi/23038133001original/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/greenwingedteal/Florida/23040586005originalkf/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/greenwingedteal/Florida/23040586003originalkf/2023	National Veterinary Services Laboratories   Usda	National Veterinary Services Laboratories   Usda	Aufderhar,Matthew;Franzen,Kerrie;Killian,Mary;Lantz,Kristina;Stuber,Tod;Hicks,Jessica;Norris,Cameron;Lakin,Steven
A/chicken/Minnesota/24007263003/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; Anderson,T.K.
